,Drug_ID,SMILES,Lipophilicity_AstraZeneca
2167,CHEMBL90846,O=C(Nc1nccs1)c1ccccc1,2.43
2168,CHEMBL2046684,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,3.64
2169,CHEMBL377309,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.14
2170,CHEMBL1809061,COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,2.4
2171,CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.3
2172,CHEMBL2059373,O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1,-0.98
2173,CHEMBL444884,NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,3.3
2174,CHEMBL1701081,Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21,2.81
2175,CHEMBL2326478,Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,3.3
2176,CHEMBL1595582,COc1ccc(Cl)cc1C(=O)Nc1nc2ccccc2[nH]1,4.05
2177,CHEMBL467148,Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,2.64
2178,CHEMBL111732,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,2.59
2179,CHEMBL387265,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,2.82
2180,CHEMBL1643349,CC1(C)C(=O)Nc2ccccc21,2.3
2181,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.48
2182,CHEMBL211677,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,2.88
2183,CHEMBL1271187,c1cc(Nc2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c2cn[nH]c2c1,3.05
2184,CHEMBL471757,CC(C)(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,3.08
2185,CHEMBL1907830,O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3CNc3ccccc3)cc2C1=O,2.4
2186,CHEMBL1545637,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,3.49
2187,CHEMBL1689109,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,0.49
2188,CHEMBL1333961,Nc1[nH]nc2cccc(Cl)c12,1.92
2189,CHEMBL13817,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,1.4
2190,CHEMBL1672434,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,2.13
2191,CHEMBL212761,CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,3.09
2192,CHEMBL513370,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.36
2193,CHEMBL576257,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,2.51
2194,CHEMBL2062563,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,3.29
2195,CHEMBL2087850,CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,2.87
2196,CHEMBL1322675,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,1.69
2197,CHEMBL2323303,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,2.7
2198,CHEMBL2179285,Cc1cn([C@H]2CCCN([C@H](CC3CCOCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,-0.25
2199,CHEMBL1333251,CC(=O)Nc1nc(-c2cccs2)cs1,2.77
2200,CHEMBL27364,O=C1c2ccccc2CN1C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.1
2201,CHEMBL2059374,CCNC(=O)c1cc2c(-n3nc(C(F)(F)F)cc3C)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.88
2202,CHEMBL2158839,O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.58
2203,CHEMBL1549615,COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC,3.9
2204,CHEMBL1716201,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1,4.15
2205,CHEMBL335707,O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1,2.31
2206,CHEMBL1777848,O=c1oc2c(O)cccc2cc1-c1ccc(O)cc1,2.8
2207,CHEMBL2158826,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,1.58
2208,CHEMBL476993,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,2.19
2209,CHEMBL1916084,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1,0.8
2210,CHEMBL2087851,Cn1cncc1-c1c2c(=O)n(C3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,3.53
2211,CHEMBL2331748,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,1.6
2212,CHEMBL429330,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,2.49
2213,CHEMBL1524929,COc1ccccc1C(=O)Nc1nc2ccccc2s1,3.61
2214,CHEMBL1624252,COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1,3.34
2215,CHEMBL252956,O=C1CCCc2nc(C#Cc3ccccc3)ccc21,3.53
2216,CHEMBL530184,c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,3.65
2217,CHEMBL250687,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,3.99
2218,CHEMBL1223952,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.19
2219,CHEMBL1896037,O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1,3.41
2220,CHEMBL1807824,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,0.86
2221,CHEMBL2182002,Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,2.6
2222,CHEMBL515311,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C,2.15
2223,CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.44
2224,CHEMBL2005730,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,3.2
2225,CHEMBL1741132,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1,1.35
2226,CHEMBL2325994,NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.3
2227,CHEMBL379738,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,1.86
2228,CHEMBL2171048,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,1.79
2229,CHEMBL341226,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21
2230,CHEMBL227897,O=C(Cc1ccccc1)Nc1nccs1,2.5
2231,CHEMBL1956163,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,3.94
2232,CHEMBL1875368,O=C(Cc1cccc2ccccc12)Nc1ccccc1,3.9
2233,CHEMBL267936,CNC1(C)C2CCC(C2)C1(C)C,-0.84
2234,CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.31
2235,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.46
2236,CHEMBL390191,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,1.73
2237,CHEMBL330366,COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,3.23
2238,CHEMBL404327,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,2.81
2239,CHEMBL225510,O=S(=O)(Nc1cccnc1)c1cccs1,0.54
2240,CHEMBL1707308,O=C(Cn1cnc2ccccc21)c1ccc(Br)cc1,3.22
2241,CHEMBL512901,CCCc1nc2c(N)nc3ccccc3c2s1,4.09
2242,CHEMBL442956,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,0.78
2243,CHEMBL1624560,COc1cc(CNc2nc3ccccc3[nH]2)cc(OC)c1OC,2.36
2244,CHEMBL31741,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,2.96
2245,CHEMBL1547746,CCn1c2ccccc2c2cc(NC(=O)C(C)C)ccc21,4.2
2246,CHEMBL181858,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.6
2247,CHEMBL1907763,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,2.9
2248,CHEMBL1762528,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,2.6
2249,CHEMBL402728,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1,1.73
2250,CHEMBL1760962,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)n1,1.24
2251,CHEMBL1270569,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCO4)n2)c1,2.83
2252,CHEMBL1288102,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3F)sc12,1.97
2253,CHEMBL2017459,CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1,3.3
2254,CHEMBL1630130,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12,2.9
2255,CHEMBL1560812,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,2.17
2256,CHEMBL2086679,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1,3.6
2257,CHEMBL1586839,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc32)cc1,3.7
2258,CHEMBL13863,CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(O)nc(O)nc2c1=O)C(=O)C(F)(F)F,1.88
2259,CHEMBL1223953,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.11
2260,CHEMBL375166,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,1.07
2261,CHEMBL1442709,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccco2)n1-c1ccccc1,3.29
2262,CHEMBL2171020,O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.51
2263,CHEMBL1824044,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.87
2264,CHEMBL209522,Nc1ncnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,2.37
2265,CHEMBL184052,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,3.6
2266,CHEMBL1448915,Cc1ccccc1C(=O)N1CCN(c2ccccn2)CC1,2.18
2267,CHEMBL2158779,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,2.6
2268,CHEMBL1779001,COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1,2.14
2269,CHEMBL250389,COC1CCN(C(=O)C2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1,4.09
2270,CHEMBL2326690,C1=CCC(c2cc3ccccc3o2)CNC1,1.94
2271,CHEMBL2208434,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12,3.48
2272,CHEMBL11334,CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,2.63
2273,CHEMBL1939743,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,2.35
2274,CHEMBL71044,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,1.9
2275,CHEMBL1600648,Cc1nc2ncnn2c(O)c1CCOC(=O)c1c(F)cccc1F,0.16
2276,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,2.08
2277,CHEMBL1224065,NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.01
2278,CHEMBL1526499,Clc1ccc(-c2cn3ccccc3n2)cc1,4.0
2279,CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,1.0
2280,CHEMBL185315,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OC2CCN(C)CC2)n1,1.8
2281,CHEMBL380936,Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1,3.69
2282,CHEMBL1951912,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,1.44
2283,CHEMBL2178946,Cc1nc(C)c(-c2ccc([C@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2)nc1C(N)=O,1.7
2284,CHEMBL27006,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1,3.6
2285,CHEMBL423026,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,2.47
2286,CHEMBL1164070,Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1,3.4
2287,CHEMBL2321999,Clc1ccc([C@H]2CC=CCNC2)cc1Cl,1.95
2288,CHEMBL226959,COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.17
2289,CHEMBL1528704,CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl,1.25
2290,CHEMBL1809058,COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,2.3
2291,CHEMBL171951,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,-0.4
2292,CHEMBL1240590,CNc1ccc2ncc(-c3cccc(O)c3)n2n1,2.99
2293,CHEMBL398149,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1,2.1
2294,CHEMBL521815,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.03
2295,CHEMBL271703,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12,2.89
2296,CHEMBL259084,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,2.58
2297,CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.62
2298,CHEMBL78535,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,2.14
2299,CHEMBL13923,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74
2300,CHEMBL397983,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,3.7
2301,CHEMBL2335908,COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,3.11
2302,CHEMBL517534,O=C(Nc1nccs1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,2.55
2303,CHEMBL1401353,Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1,3.0
2304,CHEMBL1683032,CCOc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,3.02
2305,CHEMBL1731705,O=S(=O)(Nc1ccccc1-c1ccccc1)c1ccccc1,3.96
2306,CHEMBL70972,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,2.48
2307,CHEMBL2207664,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,3.14
2308,CHEMBL2057336,Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.47
2309,CHEMBL1682962,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Cl)ccc12)c1ccccc1,3.07
2310,CHEMBL554332,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1,3.04
2311,CHEMBL1778639,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,-0.45
2312,CHEMBL226804,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,2.1
2313,CHEMBL2088098,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1.86
2314,CHEMBL51257,CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.81
2315,CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,3.45
2316,CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,3.7
2317,CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.88
2318,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,2.21
2319,CHEMBL2178941,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc2)nc1C(N)=O,1.6
2320,CHEMBL347645,NC(=O)Cc1ccccc1,0.3
2321,CHEMBL1981679,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,0.64
2322,CHEMBL207584,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,3.58
2323,CHEMBL92401,CC(C)NNC(=O)c1ccncc1,0.33
2324,CHEMBL404609,NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O,2.42
2325,CHEMBL1625467,Nc1ccc(N=Nc2ccccc2)c(N)n1,3.22
2326,CHEMBL2158466,CCCSc1nc(NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,3.27
2327,CHEMBL186513,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,3.6
2328,CHEMBL2031157,O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.27
2329,CHEMBL1682823,O=C1CCOc2nc(C#CC3CCCCC3)ccc21,3.3
2330,CHEMBL1319232,Cc1ccc(-n2[nH]c(=O)c3cccnc32)cc1,2.1
2331,CHEMBL36994,COc1ccc(C(=O)N2CCCC2=O)cc1,0.93
2332,CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.17
2334,CHEMBL246533,Clc1cccc2[nH]ncc12,2.5
2335,CHEMBL38182,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,1.64
2336,CHEMBL1548889,Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,1.97
2337,CHEMBL232656,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,1.91
2338,CHEMBL182266,CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2.8
2339,CHEMBL444194,Cc1ncc(-c2ccnc(Nc3ccc(C#N)cc3)n2)n1C(C)C,3.62
2340,CHEMBL551984,N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1,2.39
2341,CHEMBL2071097,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1,1.42
2342,CHEMBL523058,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1,2.55
2343,CHEMBL1201295,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,3.57
2344,CHEMBL413742,CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,3.66
2345,CHEMBL198150,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,1.73
2346,CHEMBL1934419,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,0.25
2347,CHEMBL210884,COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1,2.26
2348,CHEMBL1762548,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)C(C)C,3.9
2349,CHEMBL1631095,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,3.4
2350,CHEMBL498404,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(C(N)=O)c1,2.28
2351,CHEMBL2031561,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1,0.8
2352,CHEMBL2089275,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,0.7
2353,CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,0.79
2354,CHEMBL2035029,NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1,2.2
2355,CHEMBL1398535,N#Cc1cnn(-c2ccccc2)c1NC(=O)c1ccccc1F,1.7
2356,CHEMBL424414,Cc1cc(=O)[nH]c2ccccc12,1.9
2357,CHEMBL402501,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,2.4
2358,CHEMBL100913,Oc1ccc(-c2ccc(C3(O)CN4CCC3CC4)cc2)cc1,0.95
2359,CHEMBL1598315,CNC(=O)c1snnc1-c1ccccc1,1.23
2360,CHEMBL226780,CC(C)(C)NC(=O)Nc1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,1.77
2361,CHEMBL587004,CN1CCN(c2nc(NCCNc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)CC1,2.91
2362,CHEMBL2023265,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1,-0.2
2363,CHEMBL2030813,O=C(N[C@@H](Cc1ccc(OCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.48
2364,CHEMBL2086658,CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,2.8
2365,CHEMBL1221510,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.0
2366,CHEMBL2069623,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,3.17
2367,CHEMBL53966,O=C(COCc1ccccc1)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,3.21
2368,CHEMBL2062578,N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12,3.09
2369,CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-0.96
2370,CHEMBL2035032,NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1,2.9
2371,CHEMBL2010836,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,3.0
2372,CHEMBL1829422,CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.37
2373,CHEMBL513412,COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.04
2374,CHEMBL167471,CCCc1c(OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,2.95
2375,CHEMBL1766082,Cc1ncccc1Oc1ncnc(OC2C3COCC2CN(C(=O)OC(C)C)C3)c1C,3.1
2376,CHEMBL404057,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nccnc12,3.15
2377,CHEMBL2035040,NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,1.3
2378,CHEMBL402986,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,2.86
2379,CHEMBL1789186,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,0.77
2380,CHEMBL1762543,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(OC3CCOCC3)cc(N3CCOCC3)c2)n1,3.7
2381,CHEMBL380947,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.37
