,Drug_ID,SMILES,LD50_Zhu
4089,"2-Propenoic acid, 2-methyl-, 2-ethyl-2-(((2-methyl-1-oxo-2-propenyl)oxy)methyl)-1,3-propanediyl ester",C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1.751
4090,"Pyrrolidine, 1-((4-ethoxy(1,1'-biphenyl)-3-yl)methyl)-",CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,3.972
4091,"Phenol, 2-methoxy-4-methyl-",COc1cc(C)ccc1O,2.271
4092,"Butanamide, N-(2-methylphenyl)-3-oxo-",CC(=O)CC(=O)Nc1ccccc1C,2.077
4093,"Acetic acid, (4-chloro-2-methylphenoxy)-, isooctyl ester (9CI)",Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,2.65
4094,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)-, alpha-cyano(3-phenoxyphenyl)methyl ester, (1R-cis-(1alpha(S*),3alpha(RS*)))-",CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,3.827
4095,"Phosphorothioic acid, O-isopropyl O-methyl O-(4-nitro-m-tolyl) ester",COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C,4.087
4096,"5-Benzoxazoleacetic acid, 2-(4-fluorophenyl)-alpha-methyl-, (S)-",CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,2.738
4097,Isodecyl phenyl phosphite ((C10H21O)(PhO)2P),CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,2.199
4098,"Imidodicarbonimidic diamide, N-(2-methylphenyl)-",Cc1ccccc1NC(=N)NC(=N)N,2.378
4099,"Phosphorothioic acid, S-(4-chlorophenyl) O,O-dimethyl ester",COP(=O)(OC)Sc1ccc(Cl)cc1,3.403
4100,"Cyclohexane, 1,2-dibromo-4-(1,2-dibromoethyl)-",BrCC(Br)C1CCC(Br)C(Br)C1,2.123
4101,"Butanamide, N-(2-chlorophenyl)-3-oxo-",CC(=O)CC(=O)Nc1ccccc1Cl,1.261
4102,"2,5-Furandione, dihydro-3,3,4,4-tetra-1-propenyl-",CCCCCCCCCC=CCC1CC(=O)OC1=O,2.019
4103,"Carbamothioic acid, methyl-, S-(4-((methylsulfonyl)oxy)phenyl) ester",CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,3.3680000000000003
4104,"1H-Pyrazole, 3-methyl-5-phenyl- (9CI)",Cc1cc(-c2ccccc2)[nH]n1,1.944
4105,"Ethanimidothioic acid, N-((5-ethoxy-2-methyl-4-(1-methylethyl)-1-oxo-6-oxa-3-thia-2,4-diaza-5-phosphaoct-1-yl)oxy)-, methyl ester, P-sulfide",CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,3.094
4106,"Acetamide, 2-chloro-N,N-di-2-propenyl-",C=CCN(CC=C)C(=O)CCl,2.395
4107,"Anthra(9,1,2-cde)benzo(rst)pentaphene-5,10-dione, dihydroxy-",O=C1c2ccccc2-c2ccc3c4c(O)c(O)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,2.367
4108,"Propanenitrile, 3-((2-hydroxy-1-methyl-2-phenylethyl)methylamino)-",CC(C(O)c1ccccc1)N(C)CCC#N,2.366
4109,Not Available,CCOP(=O)(OCC)Oc1cc(C)oc(=O)c1,4.895
4110,"Piperidine, 1-(3-((4-((p-chlorophenyl)azo)-5,6,7,8-tetrahydro-1-naphthyl)amino)propyl)-",Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,2.564
4111,"Carbonic acid, trithio-, cyclic ester with 2,3-quinoxalinedithiol",S=c1sc2nc3ccccc3nc2s1,2.1180000000000003
4112,"Acetic acid, (2,4,5-trichlorophenoxy)-, 1-methylethyl ester (9CI)",CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.779
4113,"Acetamide, 2-chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)-",Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,2.444
4114,"Sulfurous acid, 1-((p-tert-butylphenoxy)methyl)propyl o-tolyl ester",CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,1.372
4115,"5H-(1)Benzopyrano(4,3-c)pyridine, 1,2,3,4-tetrahydro-5,5-dimethyl-8-(1,2-dimethylheptyl)-10-hydroxy-2-(2-propynyl)-",C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,2.643
4116,"9-Octadecenamide, N,N-bis(2-hydroxyethyl)-, (9Z)-",CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,1.474
4117,"Ether, 4-chlorophenyl (4'-chloro-2'-chloromethylaminophenyl)",ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,2.62
4118,"Propionic acid, 2-(p-chlorophenoxy)-2-methyl-, ester with 4-hydroxy-N,N-dimethylbutyramide",CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.12
4119,"Cyclohex-1,3-ylenediamine",NC1CCCC(N)C1,2.467
4120,"2,4,8,10-Tetraoxa-3,9-diphosphaspiro(5.5)undecane, 3,9-bis(2,4-bis(1,1-dimethylethyl)phenoxy)-",CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035
4121,"Cyclohexylamine, N-methyl-N-tributoxysilyl-",CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,2.006
4122,"Ethanol, 2-(methylphenylamino)-",CN(CCO)c1ccccc1,1.7280000000000002
4123,"4,7-Methano-1H-inden-6-ol, 3a,4,5,6,7,7a-hexahydro-",OC1CC2CC1C1CC=CC21,1.672
4124,"Ethene, 1,1'-(oxybis(methylenesulfonyl))bis-",C=CS(=O)(=O)COCS(=O)(=O)C=C,3.656
4125,"Isoxazolo(5,4-d)pyrimidine, 6-tert-butyl-3-isopropyl-",CC(C)c1noc2nc(C(C)(C)C)ncc12,1.153
4126,"Benzoic acid, 4-amino-, ethyl ester",CCOC(=O)c1ccc(N)cc1,1.735
4127,"3,6,9,12,15,18,21,24-Octaoxahexacosane-1,26-diol",OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0490000000000002
4128,"1,2-Benzenedicarboxylic acid, diisodecyl ester",CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.8440000000000001
4129,"Piperidine, 1-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-",CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.276
4130,"Olean-12-en-28-oic acid, 3-beta-(beta-D-glucopyranosyloxy)-",CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.615
4131,"Hexanoic acid, 2-ethyl-, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester",CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1.113
4132,"Morpholine, 4-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-2,6-dimethyl-",CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1.933
4133,"Oxamide, N,N'-di-sec-butyldithio-",CCC(C)NC(=S)C(=S)NC(C)CC,4.588
4134,"Benzoic acid, 4-methoxy-, ethyl ester",CCOC(=O)c1ccc(OC)cc1,1.946
4135,"Benzimidazole, 4,5,7-tribromo-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52
4136,"Benzoic acid, 2-((3-(trifluoromethyl)phenyl)amino)-, butyl ester",CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.82
4137,"Ethanol, 2-(2,4-dichlorophenoxy)-, benzoate",O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,2.263
4138,"Propionic acid, 3-bromo-, methyl ester (8CI)",COC(=O)CCBr,2.019
4139,"Benzamide, N-(1-(2-(1H-indol-3-yl)ethyl)-4-piperidinyl)-",O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,2.286
4140,"L-Glutamic acid, N-(1-oxooctadecyl)- (9CI)",CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.139
4141,"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, (alpha,alpha,alpha-trifluoro-m-tolyl) ester",COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.213
4142,"1(4H)-Naphthalenone, 8-amino-2,6-dibromo-5-hydroxy-4-imino-",N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.1590000000000003
4143,"Benzaldehyde, 2,4-dihydroxy-",O=Cc1ccc(O)cc1O,2.5380000000000003
4144,"2-Butenamide, N-(aminocarbonyl)-2-ethyl-, (Z)- (9CI)",CC=C(CC)C(=O)NC(N)=O,1.796
4145,"tert-Butylamine, N-ethyl-N-nitroso-",CCN(N=O)C(C)(C)C,1.91
4146,"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, m-tolyl ester",COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.66
4147,"3H-Imidazo(2,1-a)isoindol-5-ol, 5-(4-fluorophenyl)-2,5-dihydro-",OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,3.128
4148,"Butanoic acid, 2-ethyl-, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester",CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,1.7619999999999998
4149,"Anthra(9,1,2-cde)benzo(rst)pentaphene-5,10-dione, 15,18-dinitro-",O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,1.7380000000000002
4150,"Benzoic acid, 3,6-dichloro-2-hydroxy-",O=C(O)c1c(Cl)ccc(Cl)c1O,2.123
4151,"4-Piperidinol, 1-(4,4-bis(p-fluorophenyl)butyl)-4-(4-chloro-alpha,alpha,alpha-trifluoro-m-tolyl)-",OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.515
4152,"1(6H)-Pyridazineacetamdie, N-methyl-N-alpha-methylphenethyl-6-oxo-3-phenyl-, D-",CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,2.7510000000000003
4153,"Phosphorothioic acid, S-butyl O,O-dimethyl ester",CCC(C)OP(=S)(OC)OC,3.872
4154,"2-Oxazolidinethione, 5-(((alpha,alpha,alpha-trifluoro-m-tolyl)oxy)methyl)-",FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.724
4155,1H-Benzotriazole,c1ccc2[nH]nnc2c1,2.3280000000000003
4156,"Methanediamine, N,N'-bis(1,3,4-thiadiazol-2-yl)- (9CI)",c1nnc(NCNc2nncs2)s1,2.9160000000000004
4157,"2-Benzothiazolesulfenamide, N,N-bis(1-methylethyl)-",CC(C)N(Sc1nc2ccccc2s1)C(C)C,1.71
4158,"2(1H)-Pyrimidinone, tetrahydro-5,5-dimethyl-, (3-(4-(trifluoromethyl)phenyl)-1-(2-(4-(trifluoromethyl)phenyl)ethenyl)-2-propenylidene)hydrazone",CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.641
4159,"Cyclopentene, 1,2,3,3,5,5-hexachloro-4-(dichloromethylene)-",ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,1.983
4160,"2-Benzothiazolesulfenamide, N-cyclohexyl-",c1ccc2sc(SNC3CCCCC3)nc2c1,1.6980000000000002
4161,"Benzenesulfonamide, N-(((3-hydroxy-4,7,7-trimethylbicyclo(2.2.1)hept-2-yl)amino)carbonyl)-4-methyl-, (1S-(endo, endo))-",Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,1.3090000000000002
4162,"Butyric acid, methylnitrosamino methyl ester",CCCC(=O)OCN(C)N=O,2.301
4163,"Benzene, 1-chloro-2-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)- (9CI)",ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,2.5580000000000003
4164,"2-Propenoic acid, bicyclo(2.2.1)hept-5-en-2-ylmethyl ester",C=CC(=O)OCC1CC2C=CC1C2,2.122
4165,"Phenol, 4-isooctyl- (9CI)",CC(C)CCCCCc1ccc(O)cc1,1.982
4166,"Morpholine, 2,6-dimethyl-4-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-, cis-",CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,2.005
4167,"Hydroperoxide, 1,1-dimethylpropyl",CCC(C)(C)OO,2.081
4168,"Dibenz(b,f)oxepin-2-acetic acid, 10,11-dihydro-alpha-methyl-11-oxo-",CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.425
4169,"Benzene, 1-chloro-2-methyl-",Cc1ccccc1Cl,1.511
4170,"Phosphorodichloridous acid, phenyl ester",ClP(Cl)Oc1ccccc1,2.457
4171,"1,2,4-Triazolo(3,4-a)isoquinoline, 3-(trifluoromethyl)- (9CI)",FC(F)(F)c1nnc2c3ccccc3ccn12,2.556
4172,"Bufa-20,22-dienolide, 5,14-dihydroxy-3-((3-methyl-1-oxo-2-butenyl)oxy)-19-oxo-, (3-beta,5-beta)-",CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.457000000000001
4173,"1H-Indole-3-acetamide, 1-(4-chlorobenzoyl)-N-hydroxy-5-methoxy-2-methyl- (9CI)",COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,3.679
4174,"Phenol, 2-chloro-",Oc1ccccc1Cl,3.507
4175,"2-Pyrrolidinone, 1-(2-hydroxyethyl)-",O=C1CCCN1CCO,0.952
4176,"7-Benzofuranacetic acid, alpha-methyl-3-phenyl-, (+-)-",CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,2.448
4177,"Benzenemethanol, alpha,alpha-dimethyl-4-(1-methylethyl)- (9CI)",CC(C)c1ccc(C(C)(C)O)cc1,1.198
4178,"Pyrrolidine, 1-allyl-2-((3,4-dichlorophenyl)imino)-",C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.1630000000000003
4179,"Benzenamine, 3,4-dichloro-",Nc1ccc(Cl)c(Cl)c1,2.4730000000000003
4180,"Cyanamide, (4,6-bis((1-methylethyl)amino)-1,3,5-triazin-2-yl)methyl-",CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.166
4181,"Pyrrolidine, 2-((3,4-dichlorophenyl)imino)-1-propyl-",CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.107
4182,"4,7-Methanoisobenzofuran-5(3H)-one, 1,3,4,6,7,8,8-heptachlorohexahydro-",O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.75
4183,"1-Propanol, 2,3-dibromo-",OCC(Br)CBr,2.505
4184,"Isonicotinic acid, alpha-methylfurfurylidenehydrazide",CC(=NNC(=O)c1ccncc1)c1ccco1,3.319
4185,"2-Butanone, oxime",CCC(C)=NO,1.972
4186,"2-Hexene, 1,1-diethoxy-, (2E)-",CCCC=CC(OCC)OCC,2.302
4187,"5H-Imidazo(2,1-a)isoindol-5-ol, 2,3-dihydro-7-fluoro-5-phenyl-",OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,3.827
4188,"3-Buten-2-one, 4-(2,4,6-trimethyl-3-cyclohexen-1-yl)-",CC(=O)C=CC1C(C)C=C(C)CC1C,1.568
4189,"Cyclopentene, 3-chloro-",ClC1C=CCC1,2.506
4190,"2-Pentene, 4-methoxy-",CC=CC(C)OC,1.918
4191,"Benzo(1,2-c:3,4-c':5,6-c'')tris(1,2,5)oxadiazole, 1,4,7-trioxide",[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,1.942
4192,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, cyano(3-phenoxyphenyl)methyl ester",CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.495
4193,"Sulfurous acid, 1-((p-tert-pentylphenoxy)methyl)propyl 2-propynyl ester",C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,2.228
4194,"Benzenesulfonic acid, dodecyl ester",CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,2.701
4195,2-Imidazolidinethione,S=C1NCCN1,1.746
4196,"2,7-Octadien-1-ol, acetate",C=CCCCC=CCOC(C)=O,0.7290000000000001
4197,"Hexanedioic acid, diisodecyl ester",CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,1.318
4198,"1,3-Benzenediol, propyl-",CCCc1c(O)cccc1O,2.529
4199,2-Thiazolidinethione,S=C1NCCS1,2.599
4200,"Phosphonofluoridic acid, methyl-, 1,2,2-trimethylpropyl ester",CC(OP(C)(=O)F)C(C)(C)C,5.658
4201,"Phenol, dodecyl-, mixed isomers",CCCCCCCCCCCCc1ccccc1O,2.097
4202,"Acetic acid, ((8-chloro-3-(2-(diethylamino)ethyl)-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy)-, ethyl ester",CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,2.501
4203,"Quinoxaline, 5,6,7,8-tetrachloro-",Clc1c(Cl)c(Cl)c2nccnc2c1Cl,1.622
4204,"Phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-6-methyl-",Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.7519999999999998
4205,"Butanediamine, N,N,N',N'-tetramethyl-",CCCC(N(C)C)N(C)C,2.293
4206,"2-Norbornene, 1,2,3,4,7,7-hexachloro-5-(dichloromethyl)-",ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,2.38
4207,"as-Triazin-3(2H)-one, 5,6-bis(p-(dimethylamino)phenyl)-2-methyl-",CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,2.066
4208,"Phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-5-methyl-",Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,2.184
4209,"Tetradecanol, mixed isomers",CCCCCCCCCCCCCCO,0.904
4210,"as-Triazin-3(2H)-one, 5,6-bis(p-(diethylamino)phenyl)-2-methyl-",CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,2.795
4211,"Methanesulfonyl chloride, chloro-",O=S(=O)(Cl)CCl,2.603
4212,"5H-(1)Benzopyrano(2,3-b)pyridine-3-carboxylic acid, 2-amino-7-(1-methylethyl)-5-oxo-",CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.475
4213,"Hydrocinnamic acid, alpha-ethyl-3-hydroxy-2,4,6-triiodo-",CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,2.456
4214,"Cyclohexanol, 2-((dimethylamino)methyl)-1-(3-methoxyphenyl)-, cis-(+-)-",COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.063
4215,"Succinic acid, alpha-monoester with D-threo-(-)-2,2-dichloro-N-(beta-hydroxy-alpha-(hydroxymethyl)-p-nitrophenethyl)acetamide",O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,1.707
4216,"1,3-Butadiene, 1,1,2,3,4-pentachloro-4-(1-methylethoxy)-",CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.371
4217,3-(Ethylthio)butyraldehyde,CCSC(C)CC=O,1.645
4218,"1-Naphthalenebutanoic acid, 4-methoxy-gamma-oxo-",COc1ccc(C(=O)CCC(=O)O)c2ccccc12,2.157
4219,"Benzenamine, 2,4-dinitro-",Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.8080000000000003
4220,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester with 2-(2-cyclopenten-1-yl)-4-hydroxy-3-methyl-2-cyclopenten-1-one",CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.367
4221,"4H-(1,3)Oxazino(3,2-d)(1,4)benzodiazepine-4,7(6H)-dione, 11-chloro-8,12b-dihydro-2,8-dimethyl-12b-phenyl- (8CI)(9CI)",CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1.868
4222,"Benzenesulfonamide, N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-p-methoxy-",COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1,2.454
4223,"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-, 4-(acetylamino)phenyl ester",COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,2.7430000000000003
4224,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (2-methyl-5-(2-propynyl)-3-furanyl)methyl ester, cis,trans-(+/-)-",C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,1.332
4225,"Ethanesulfonic acid, 2,3-dihydro-3,3-dimethyl-5-benzofuranyl ester",CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,2.073
4226,"4H-1,3-Benzoxazin-4-one, 6-amino-2-(2-chloroethyl)-2,3-dihydro- (8CI)",Nc1ccc2c(c1)C(=O)NC(CCCl)O2,2.064
4227,"Phenol, 2,2'-thiobis(4,6-dichloro-",Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,4.706
4228,"Butanamide, N-(2,4-dimethylphenyl)-3-oxo-",CC(=O)CC(=O)Nc1ccc(C)cc1C,1.835
4229,"1,2-Benzenedicarboxylic acid, diisotridecyl ester (9CI)",CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,1.229
4230,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, cyano(6-phenoxy-2-pyridinyl)methyl ester",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,2.958
4231,"1-Propanone, 1-(10-(3-(dimethylamino)propyl)-10H-phenothiazin-2-yl)- (9CI)",CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.833
4232,"Hexanedioic acid, bis((6-methyl-3-cyclohexen-1-yl)methyl) ester",CC1CC=CCC1COC(=O)CCCCC(=O)OCC1CC=CCC1C,1.759
4233,"Phosphoric acid, 2-chloroethyl 2,2-dichloroethenyl ethyl ester",CCOP(=O)(OC=C(Cl)Cl)OCCCl,4.754
4234,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ethyl ester (8CI)",CCOC(=O)C1C(C=C(C)C)C1(C)C,1.878
4235,"9,9-Fluorenedipropionic acid, diethyl ester",CCOC(=O)CCC1(CCC(=O)OCC)c2ccccc2-c2ccccc21,1.774
4236,"Octane, 1-((3-chloropropyl)sulfinyl)- (9CI)",CCCCCCCCS(=O)CCCCl,1.625
4237,"Benzenesulfonamide, 4-amino-5-chloro-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-",CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,2.365
4238,"2,5-Methano-2H-indeno(1,2-b)oxirene, 2,3,4,5,6,6a,7,7-octachloro-1a,1b,5,5a,6,6a-hexahydro-",ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,2.967
4239,"Salicylaldehyde, 5-nitro- (6CI,7CI,8CI)",O=Cc1cc([N+](=O)[O-])ccc1O,2.32
4240,"Butanoic acid, 2-chloro-3-oxo-, 1-phenylethyl ester",CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,2.437
4241,"Propionitrile, 3-(2,4-hexadienoxy)-",CC=CC=CCOCCC#N,1.621
4242,"Urea, (1-methylcyclopentyl)-",CC1(NC(N)=O)CCCC1,2.074
4243,"Benzenamine, 2-methoxy-4-nitro-",COc1cc([N+](=O)[O-])ccc1N,2.227
4244,"Benzylamine, alpha,N-dimethyl-N-nitroso-",CC(c1ccccc1)N(C)N=O,2.437
4245,"1,4-Benzodioxan, 2-(butylaminomethyl)-8-ethoxy-",CCCCNCC1COc2cccc(OCC)c2O1,2.882
4246,"Propanoic acid, 2-hydroxy-, ethyl ester",CCOC(=O)C(C)O,1.159
4247,"Ethanol, 2-(3,5-dimethoxyphenoxy)-",COc1cc(OC)cc(OCCO)c1,1.69
4248,"Thiodicarbonic diamide (((H2N)C(S))2S), tetramethyl-",CN(C)C(=S)SC(=S)N(C)C,2.6660000000000004
4249,"Benzylamine, N-nitroso-alpha,alpha,N-trimethyl-",CN(N=O)C(C)(C)c1ccccc1,1.929
4250,"1,2-Propanediol, 3-(3,5-dimethoxyphenoxy)-",COc1cc(OC)cc(OCC(O)CO)c1,2.036
4251,"Acetamide, 2,2-dichloro-N-(2-hydroxyethyl)-N-(p-(methylsulfonyl)benzyl)-",CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,1.435
4252,"Thiazole, 4,5-dihydro-2-(2-propenylthio)- (9CI)",C=CCSC1=NCCS1,3.161
4253,"Propanoic acid, 2-methyl-, 2-methylpropyl ester",CC(C)COC(=O)C(C)C,1.052
4254,"1H-Imidazole, 1-(1-((4-chloro-2-(trifluoromethyl)phenyl)imino)-2-propoxyethyl)-",CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.684
4255,"Phthalide, 4,5,6,7-tetrachloro-",O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.133
4256,"2-Propenoic acid, 2-methyl-, 1,2-ethanediyl ester",C=C(C)C(=O)OCCOC(=O)C(=C)C,1.779
4257,"p-Toluenesulfonamide, N-(5-isobutyl-1,3,4-thiadiazol-2-yl)-",Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,2.113
4258,"Phosphonic acid, phenyl-, 2-methylpropyl 2-propynyl ester (9CI)",C#CCOP(=O)(OCC(C)C)c1ccccc1,2.624
4259,"5H-Dibenz(b,e)azepine-2-acetic acid, 6,11-dihydro-5-methyl-11-oxo-",CN1Cc2ccccc2C(=O)c2cc(CC(=O)O)ccc21,2.525
4260,"2-Butene, 1,1,2,4-tetrachloro-",ClCC=C(Cl)C(Cl)Cl,2.662
4261,"5H-Dibenz(b,e)azepine-2-acetic acid, 6,11-dihydro-11-oxo-",O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CN2,2.518
